Semester;Code;Studiengang;männlich;weiblich;Insgesamt
WS 2014/15;SF545;Kath. Religionspäd., kirchliche Bildungsarbeit;22;79;101
WS 2014/15;SF086;Katholische Theologie, - Religionslehre;275;384;659
WS 2014/15;SF180;Kaukasistik;-;-;-
WS 2014/15;SF241;Kerntechnik/Kernverfahrenstechnik;1;-;1
WS 2014/15;SF193;Kirchenmusik;38;24;62
WS 2014/15;SF005;Klassische Philologie;18;43;61
WS 2014/15;SF222;Kommunikations- und Informationstechnik;1162;257;1419
WS 2014/15;SF303;Kommunikationswissenschaft/Publizistik;766;2166;2932
WS 2014/15;SF191;Komposition;51;19;70
WS 2014/15;SF087;Körperbehindertenpädagogik (ab 2016 zu SF190);7;49;56
WS 2014/15;SF047;Krankenpflege-Ausbildung (ab 2004 zu SF234);-;-;-
WS 2014/15;SF091;Kunsterziehung;95;487;582
WS 2014/15;SF092;Kunstgeschichte, Kunstwissenschaft;309;1327;1636
WS 2014/15;SF219;Kunststofftechnik;256;51;307
WS 2014/15;SF093;Landespflege/Landschaftsgestaltung;363;539;902
WS 2014/15;SF095;Latein;163;260;423
WS 2014/15;SF038;Lateinamerika;18;51;69
WS 2014/15;SF096;Lebensmittelchemie;130;345;475
WS 2014/15;SF097;Lebensmitteltechnologie;395;501;896
WS 2014/15;SF099;Lernbehindertenpädagogik (ab 2016 zu SF190);33;274;307
WS 2014/15;SF154;Lernbereich Gesellschaftslehre;8;10;18
WS 2014/15;SF186;Lernbereich Naturwissenschaft/Sachunterricht;38;230;268
WS 2014/15;SF090;Lernbereich Sprach- und Kulturwissenschaften;69;510;579
WS 2014/15;SF199;Lernbereich Technik;89;46;135
WS 2014/15;SF057;Luft- und Raumfahrttechnik;1030;143;1173
WS 2014/15;SF204;Malerei;40;57;97
WS 2014/15;SF198;Managem.im Gesundh.-u.Sozialber.(ab 2004 zu SF232);-;-;-
WS 2014/15;SF103;Markscheidewesen;1;1;2
WS 2014/15;SF104;Maschinenbau/-wesen;18223;2394;20617
WS 2014/15;SF294;Materialwissenschaften;-;-;-
WS 2014/15;SF105;Mathematik;4342;4516;8858
WS 2014/15;SF237;Mathematische Statistik/Wahrscheinlichkeitsrechn.;120;164;284
WS 2014/15;SF380;Mechatronik;3031;277;3308
WS 2014/15;SF121;Medieninformatik;1892;1029;2921
WS 2014/15;SF133;Medienk./Komm.-/Infowissenschaft (ab 08 zu SF303);-;-;-
WS 2014/15;SF305;Medientechnik;833;706;1539
WS 2014/15;SF304;Medienwirtschaft/Medienmanagement;462;958;1420
WS 2014/15;SF302;Medienwissenschaft;533;1467;2000
WS 2014/15;SF107;Medizin (Allgemein-Medizin);3521;5802;9323
WS 2014/15;SF247;Medizinische Informatik;243;239;482
WS 2014/15;SF061;Meliorationswesen;-;-;-
WS 2014/15;SF108;Metalltechnik;104;29;133
WS 2014/15;SF110;Meteorologie;168;142;310
WS 2014/15;SF157;Mikroelektronik;37;7;44
WS 2014/15;SF286;Mikrosystemtechnik;547;112;659
WS 2014/15;SF220;Milch- und Molkereiwirtschaft;14;12;26
WS 2014/15;SF111;Mineralogie;10;5;15
WS 2014/15;SF273;Mittlere und neuere Geschichte;7;15;22
WS 2014/15;SF113;Musikerziehung;298;493;791
WS 2014/15;SF114;Musikwissenschaft/-geschichte;410;484;894
WS 2014/15;SF064;Naturschutz;69;91;160
WS 2014/15;SF223;Nautik/Seefahrt;148;27;175
WS 2014/15;SF287;Neue Medien;83;125;208
WS 2014/15;SF043;Neugriechisch;3;11;14
WS 2014/15;SF233;Nichtärztliche Heilberufe/Therapien;391;1485;1876
WS 2014/15;SF189;Niederdeutsch;-;-;-
WS 2014/15;SF119;Niederländisch;25;70;95
WS 2014/15;SF120;Nordistik/Skandinavist.(Nord.Phil.,Einzelsp.a.n.g);61;204;265
WS 2014/15;SF088;Optoelektronik;86;42;128
WS 2014/15;SF165;Orchestermusik;145;190;335
WS 2014/15;SF122;Orientalistik, Altorientalistik;114;177;291
WS 2014/15;SF044;Ost- und Südosteuropa;29;78;107
WS 2014/15;SF124;Ozeanografie;5;2;7
WS 2014/15;SF365;Pädagogik der frühen Kindheit;41;314;355
WS 2014/15;SF353;Pflanzenproduktion;42;32;74
WS 2014/15;SF234;Pflegewissenschaft/-management;388;1600;1988
WS 2014/15;SF126;Pharmazie;590;1470;2060
WS 2014/15;SF127;Philosophie;1300;1221;2521
WS 2014/15;SF128;Physik;4971;1641;6612
WS 2014/15;SF224;Physikalische Technik;649;188;837
WS 2014/15;SF129;Politikwissenschaft/Politologie;2380;2263;4643
WS 2014/15;SF263;Polizei/Verfassungsschutz;2267;1145;3412
WS 2014/15;SF206;Polnisch;2;23;25
WS 2014/15;SF131;Portugiesisch;1;18;19
WS 2014/15;SF132;Psychologie;2182;6965;9147
WS 2014/15;SF109;Publizistik (ab 2008 zu SF303);-;-;-
WS 2014/15;SF134;Raumplanung;348;449;797
WS 2014/15;SF256;Rechtspflege;125;426;551
WS 2014/15;SF135;Rechtswissenschaft;6557;9788;16345
WS 2014/15;SF310;Regenerative Energien;130;33;163
WS 2014/15;SF136;Religionswissenschaft;74;163;237
WS 2014/15;SF101;Restaurierungskunde;22;111;133
WS 2014/15;SF163;Rhythmik;-;8;8
WS 2014/15;SF137;Romanistik (Roman.Philologie,Einzelsprach. a.n.g.);181;810;991
WS 2014/15;SF139;Russisch;38;121;159
WS 2014/15;SF254;Sachunterricht (einschließlich Schulgarten);2;16;18
WS 2014/15;SF102;Schauspiel;45;29;74
WS 2014/15;SF142;Schiffbau/Schiffstechnik;190;31;221
WS 2014/15;SF361;Schulpädagogik;31;54;85
WS 2014/15;SF145;Sinologie/Koreanistik;163;323;486
WS 2014/15;SF146;Slawistik (Slawische Philologie);67;202;269
WS 2014/15;SF190;Sonderpädagogik;138;906;1044
WS 2014/15;SF290;Sonstige Fächer;540;726;1266
WS 2014/15;SF036;Sonstige Regionalwissenschaften;50;81;131
WS 2014/15;SF207;Sorbisch;-;5;5
WS 2014/15;SF208;Soziale Arbeit;1364;5084;6448
WS 2014/15;SF147;Sozialkunde;136;149;285
WS 2014/15;SF046;Sozialmed./Öff. Gesundheitsw. (ab 2004 zu SF232);-;-;-
WS 2014/15;SF245;Sozialpädagogik;237;1289;1526
WS 2014/15;SF264;Sozialversicherung;163;334;497
WS 2014/15;SF253;Sozialwesen;822;3680;4502
WS 2014/15;SF148;Sozialwissenschaft;1226;2115;3341
WS 2014/15;SF149;Soziologie;901;1950;2851
WS 2014/15;SF150;Spanisch;220;756;976
WS 2014/15;SF166;Sportmanagement/Sportökonomie;377;216;593
WS 2014/15;SF098;Sportpädagogik/Sportpsychologie;616;483;1099
WS 2014/15;SF029;Sportwissenschaft;1387;908;2295
WS 2014/15;SF151;Sprachheilpädagogik/Logopädie (ab 2016 zu SF190);10;198;208
WS 2014/15;SF429;Stahlbau;-;-;-
WS 2014/15;SF196;Studienkolleg;-;-;-
WS 2014/15;SF153;Südslawisch(Bulgarisch,Serbokroatisch,Slowen.usw.);2;3;5
WS 2014/15;SF106;Tanzpädagogik;18;60;78
WS 2014/15;SF144;Technische Kybernetik;92;25;117
WS 2014/15;SF118;Technomathematik;215;85;300
WS 2014/15;SF116;Textilgestaltung;57;516;573
WS 2014/15;SF225;Textil- und Bekleidungstechnik/-gewerbe;110;526;636
WS 2014/15;SF155;Theaterwissenschaft;101;445;546
WS 2014/15;SF156;Tiermedizin/Veterinärmedizin;164;859;1023
WS 2014/15;SF371;Tierproduktion;8;8;16
WS 2014/15;SF194;Tonmeister;77;16;93
WS 2014/15;SF274;Tourismuswirtschaft;360;1510;1870
WS 2014/15;SF074;Transport-/Fördertechnik;48;1;49
WS 2014/15;SF209;Tschechisch;-;3;3
WS 2014/15;SF158;Turkologie;34;114;148
WS 2014/15;SF458;Umweltschutz;232;240;472
WS 2014/15;SF457;Umwelttechnik (einschließlich Recycling);976;547;1523
WS 2014/15;SF548;Ur- und Frühgeschichte;22;26;48
WS 2014/15;SF226;Verfahrenstechnik;1266;756;2022
WS 2014/15;SF170;Verhaltensgestörtenpädagogik (ab 2016 zu SF190);14;77;91
WS 2014/15;SF089;Verkehrsingenieurwesen;691;250;941
WS 2014/15;SF268;Verkehrswesen;-;-;-
WS 2014/15;SF210;Verkehrswirtschaft;200;107;307
WS 2014/15;SF171;Vermessungswesen (Geodäsie);760;371;1131
WS 2014/15;SF213;Versorgungstechnik;665;99;764
WS 2014/15;SF172;Verwaltungswissenschaft/-wesen;1238;1813;3051
WS 2014/15;SF174;Volkskunde;50;223;273
WS 2014/15;SF175;Volkswirtschaftslehre;2398;1441;3839
WS 2014/15;SF094;Wasserbau;159;106;265
WS 2014/15;SF077;Wasserwirtschaft;190;108;298
WS 2014/15;SF227;Weinbau und Kellerwirtschaft;138;90;228
WS 2014/15;SF201;Werken (technisch)/Technologie;4;20;24
WS 2014/15;SF176;Werkerziehung;4;15;19
WS 2014/15;SF177;Werkstofftechnik;943;367;1310
WS 2014/15;SF130;Westslawisch (allgemein und a.n.g.);2;15;17
WS 2014/15;SF178;Wirtschafts-/Sozialgeografie;-;4;4
WS 2014/15;SF183;Wirtschafts-/Sozialgeschichte;8;5;13
WS 2014/15;SF277;Wirtschaftsinformatik;7385;2087;9472
WS 2014/15;SF370;Wirtschaftsingenieurw. m. ingenieurwiss.Schwerpkt.;7651;2275;9926
WS 2014/15;SF179;Wirtschaftsingenieurw.m.wirtschaftswiss.Schwerpkt.;4631;1718;6349
WS 2014/15;SF276;Wirtschaftsmathematik;904;642;1546
WS 2014/15;SF181;Wirtschaftspädagogik;369;758;1127
WS 2014/15;SF042;Wirtschaftsrecht;1293;1928;3221
WS 2014/15;SF184;Wirtschaftswissenschaften;7421;6919;14340
WS 2014/15;SF185;Zahnmedizin;488;959;1447
WS 2014/15;SF269;Zoll- und Steuerverwaltung;510;770;1280
WS 2015/16;SF141;Abfallwirtschaft;12;11;23
WS 2015/16;SF002;Afrikanistik;87;139;226
WS 2015/16;SF138;Agrarbiologie;65;76;141
WS 2015/16;SF125;Agrarökonomie;192;152;344
WS 2015/16;SF003;Agrarwissenschaft/Landwirtschaft;1494;1403;2897
WS 2015/16;SF001;Ägyptologie;64;80;144
WS 2015/16;SF152;Allg. Sprachwissenschaft/Indogermanistik;242;977;1219
WS 2015/16;SF188;Allgemeine Literaturwissenschaft;105;497;602
WS 2015/16;SF272;Alte Geschichte;16;12;28
WS 2015/16;SF006;Amerikanistik/Amerikakunde;170;449;619
WS 2015/16;SF007;Angewandte Kunst;210;387;597
WS 2015/16;SF284;Angewandte Sprachwissenschaft;150;900;1050
WS 2015/16;SF140;Angewandte Systemwissenschaften;238;78;316
WS 2015/16;SF008;Anglistik/Englisch;1752;5213;6965
WS 2015/16;SF009;Anthropologie (Humanbiologie);19;56;75
WS 2015/16;SF010;Arabisch/Arabistik;43;88;131
WS 2015/16;SF011;Arbeitslehre/Wirtschaftslehre;64;141;205
WS 2015/16;SF257;Arbeits- und Berufsberatung;14;43;57
WS 2015/16;SF258;Arbeitsverwaltung;56;223;279
WS 2015/16;SF012;Archäologie;329;516;845
WS 2015/16;SF390;Archäometrie (Ingenieurarchäologie);-;1;1
WS 2015/16;SF013;Architektur;2578;3695;6273
WS 2015/16;SF255;Archivwesen;15;24;39
WS 2015/16;SF187;Asiatische Sprachen u.Kulturen/Asienwissenschaften;78;203;281
WS 2015/16;SF014;Astronomie, Astrophysik;23;17;40
WS 2015/16;SF143;Augenoptik;41;98;139
WS 2015/16;SF117;Ausländerpädagogik;5;7;12
WS 2015/16;SF015;Außereurop. Sprachen und Kult. in Ozeanien und Am.;10;25;35
WS 2015/16;SF259;Auswärtige Angelegenheiten;15;41;56
WS 2015/16;SF016;Baltistik;-;1;1
WS 2015/16;SF265;Bankwesen;50;40;90
WS 2015/16;SF017;Bauingenieurwesen/Ingenieurbau;6590;2875;9465
WS 2015/16;SF020;Bergbau/Bergtechnik;188;48;236
WS 2015/16;SF018;Berufsbezogene Fremdsprachenausbildung;113;383;496
WS 2015/16;SF270;Berufs- und Wirtschaftspädagogik;144;88;232
WS 2015/16;SF021;Betriebswirtschaftslehre;18877;19834;38711
WS 2015/16;SF262;Bibliothekswesen;1;6;7
WS 2015/16;SF022;Bibliothekswiss., -wesen (nicht an Verw.-FH);58;319;377
WS 2015/16;SF023;Bildende Kunst/Grafik;213;343;556
WS 2015/16;SF205;Bildhauerei/Plastik;31;37;68
WS 2015/16;SF025;Biochemie;563;846;1409
WS 2015/16;SF283;Biogeographie (ab 2012 ohne SF385);74;96;170
WS 2015/16;SF221;Bioinformatik;214;178;392
WS 2015/16;SF026;Biologie;2786;5289;8075
WS 2015/16;SF300;Biomedizin;102;157;259
WS 2015/16;SF282;Biotechnologie;1005;1411;2416
WS 2015/16;SF027;Blinden-/Sehbehindertenpädagogik(ab 2016 zu SF190);-;-;-
WS 2015/16;SF028;Brauwesen/Getränketechnologie;112;33;145
WS 2015/16;SF260;Bundeswehrverwaltung;20;24;44
WS 2015/16;SF031;Byzantinistik;6;1;7
WS 2015/16;SF162;Caritaswissenschaft;-;2;2
WS 2015/16;SF032;Chemie;4283;2983;7266
WS 2015/16;SF033;Chemie-Ingenieurwesen/Chemietechnik;1041;616;1657
WS 2015/16;SF160;Computerlinguistik;123;108;231
WS 2015/16;SF200;Computer- und Kommunikationstechniken;564;344;908
WS 2015/16;SF034;Dänisch;3;15;18
WS 2015/16;SF035;Darstellende Kunst/Bühnenkunst/Regie;88;183;271
WS 2015/16;SF271;Deutsch als Fremdsprache oder als Zweitsprache;146;578;724
WS 2015/16;SF161;Diakoniewissenschaft;19;31;50
WS 2015/16;SF192;Dirigieren;20;18;38
WS 2015/16;SF037;Dokumentationswissenschaft;20;51;71
WS 2015/16;SF231;Druck- und Reproduktionstechnik;117;163;280
WS 2015/16;SF159;Edelstein- und Schmuckdesign;1;23;24
WS 2015/16;SF316;Elektronische Energietechnik;569;132;701
WS 2015/16;SF048;Elektrotechnik/Elektronik;10102;1600;11702
WS 2015/16;SF211;Energietechnik (ohne Elektrotechnik);1040;296;1336
WS 2015/16;SF320;Ernährungswissenschaft;70;466;536
WS 2015/16;SF321;Erwachsenenbildung und außerschulische Jugendbild.;38;159;197
WS 2015/16;SF051;Erziehungsschwierigenpädagogik (ab 2016 zu SF190);-;-;-
WS 2015/16;SF052;Erziehungswissenschaft (Pädagogik);1645;7199;8844
WS 2015/16;SF169;Ethik;21;63;84
WS 2015/16;SF173;Ethnologie;188;568;756
WS 2015/16;SF024;Europäische Ethnologie und Kulturwissenschaft;116;425;541
WS 2015/16;SF167;Europäische Wirtschaft;205;520;725
WS 2015/16;SF544;Ev. Religionspädagogik, kirchliche Bildungsarbeit;48;116;164
WS 2015/16;SF053;Evangelische Theologie, - Religionslehre;427;680;1107
WS 2015/16;SF464;Facility Management;263;227;490
WS 2015/16;SF235;Fahrzeugtechnik;2033;199;2232
WS 2015/16;SF212;Feinwerktechnik;121;9;130
WS 2015/16;SF202;Fertigungs-/Produktionstechnik;960;167;1127
WS 2015/16;SF054;Film und Fernsehen;228;186;414
WS 2015/16;SF266;Finanzverwaltung;191;279;470
WS 2015/16;SF056;Finno-Ugristik;9;26;35
WS 2015/16;SF058;Forstwissenschaft, -wirtschaft;693;400;1093
WS 2015/16;SF059;Französisch;142;714;856
WS 2015/16;SF019;Friesisch (2007 aufgelöst);-;-;-
WS 2015/16;SF060;Gartenbau;180;167;347
WS 2015/16;SF062;Gehörlosen-/Schwerhörigenpäd. (ab 2016 zu SF190);-;-;-
WS 2015/16;SF063;Geistigbeh./Prakt.-Bildb.-Pädag.(ab 2016 zu SF190);-;-;-
WS 2015/16;SF050;Geografie/Erdkunde;1407;1439;2846
WS 2015/16;SF065;Geologie/Paläontologie;43;29;72
WS 2015/16;SF385;Geoökologie;77;116;193
WS 2015/16;SF066;Geophysik;116;94;210
WS 2015/16;SF039;Geowissenschaften;1101;773;1874
WS 2015/16;SF067;Germanistik/Deutsch;2381;9358;11739
WS 2015/16;SF230;Gesang;69;124;193
WS 2015/16;SF068;Geschichte;2297;2025;4322
WS 2015/16;SF275;Geschichte der Mathematik und Naturwissenschaft;2;1;3
WS 2015/16;SF195;Gesundheitspädagogik;67;413;480
WS 2015/16;SF215;Gesundheitstechnik;1107;1052;2159
WS 2015/16;SF232;Gesundheitswissenschaften/-management;1599;4373;5972
WS 2015/16;SF216;Glastechnik/Keramik;15;3;18
WS 2015/16;SF069;Grafikdesign/Kommunikationsgestaltung;931;1812;2743
WS 2015/16;SF070;Griechisch;27;35;62
WS 2015/16;SF115;Grundschul-/Primärstufenpädagogik;87;562;649
WS 2015/16;SF071;Haushalts- und Ernährungswissenschaft;260;1176;1436
WS 2015/16;SF333;Haushaltswissenschaft;17;38;55
WS 2015/16;SF073;Hebräisch/Judaistik;22;34;56
WS 2015/16;SF082;Holz-/Fasertechnik;213;42;255
WS 2015/16;SF197;Holzbau;139;30;169
WS 2015/16;SF075;Holzwirtschaft;58;20;78
WS 2015/16;SF076;Hütten- und Gießereiwesen;114;45;159
WS 2015/16;SF078;Indologie;17;18;35
WS 2015/16;SF203;Industriedesign/Produktgestaltung;270;314;584
WS 2015/16;SF079;Informatik;13107;2751;15858
WS 2015/16;SF123;Ingenieurinformatik/Technische Informatik;1754;291;2045
WS 2015/16;SF242;Innenarchitektur;71;515;586
WS 2015/16;SF261;Innere Verwaltung;354;588;942
WS 2015/16;SF080;Instrumentalmusik;534;601;1135
WS 2015/16;SF072;Interdisz. Studien (Schwerp. Ingenieurwissensch.);2268;921;3189
WS 2015/16;SF049;Interdisz. Studien (Schwerp. Naturwissenschaften);404;371;775
WS 2015/16;SF030;Interdisz.Studien(Schwerp.Rechts-,Wirt.-u.Sozialw);780;1189;1969
WS 2015/16;SF004;Interdisz.Studien (Schwerpkt.Sprach-u.Kulturwiss.);816;2662;3478
WS 2015/16;SF040;Interdisz. Studien (Schwerpunkt Kunst, Kunstwiss.);82;179;261
WS 2015/16;SF182;Internationale Betriebswirtschaft/Management;3804;5348;9152
WS 2015/16;SF081;Iranistik;8;23;31
WS 2015/16;SF292;Islamische Studien;17;24;41
WS 2015/16;SF083;Islamwissenschaft;106;218;324
WS 2015/16;SF084;Italienisch;51;194;245
WS 2015/16;SF085;Japanologie;243;378;621
WS 2015/16;SF164;Jazz und Popularmusik;150;52;202
WS 2015/16;SF252;Journalistik (ab 2008 zu SF303);-;-;-
WS 2015/16;SF168;Justizvollzug;21;17;38
WS 2015/16;SF280;Kartografie;53;49;102
WS 2015/16;SF545;Kath. Religionspäd., kirchliche Bildungsarbeit;34;77;111
WS 2015/16;SF086;Katholische Theologie, - Religionslehre;268;361;629
WS 2015/16;SF180;Kaukasistik;-;1;1
WS 2015/16;SF241;Kerntechnik/Kernverfahrenstechnik;-;-;-
WS 2015/16;SF193;Kirchenmusik;34;28;62
WS 2015/16;SF005;Klassische Philologie;30;34;64
WS 2015/16;SF222;Kommunikations- und Informationstechnik;1213;269;1482
WS 2015/16;SF303;Kommunikationswissenschaft/Publizistik;748;2139;2887
WS 2015/16;SF191;Komposition;36;26;62
WS 2015/16;SF087;Körperbehindertenpädagogik (ab 2016 zu SF190);-;-;-
WS 2015/16;SF047;Krankenpflege-Ausbildung (ab 2004 zu SF234);-;-;-
WS 2015/16;SF091;Kunsterziehung;105;469;574
WS 2015/16;SF092;Kunstgeschichte, Kunstwissenschaft;293;1331;1624
WS 2015/16;SF219;Kunststofftechnik;228;46;274
WS 2015/16;SF093;Landespflege/Landschaftsgestaltung;367;495;862
WS 2015/16;SF095;Latein;139;196;335
WS 2015/16;SF038;Lateinamerika;20;36;56
WS 2015/16;SF096;Lebensmittelchemie;152;335;487
WS 2015/16;SF097;Lebensmitteltechnologie;370;514;884
WS 2015/16;SF099;Lernbehindertenpädagogik (ab 2016 zu SF190);-;-;-
WS 2015/16;SF154;Lernbereich Gesellschaftslehre;7;16;23
WS 2015/16;SF186;Lernbereich Naturwissenschaft/Sachunterricht;40;232;272
WS 2015/16;SF090;Lernbereich Sprach- und Kulturwissenschaften;63;521;584
WS 2015/16;SF199;Lernbereich Technik;107;68;175
WS 2015/16;SF057;Luft- und Raumfahrttechnik;910;163;1073
WS 2015/16;SF204;Malerei;32;60;92
WS 2015/16;SF198;Managem.im Gesundh.-u.Sozialber.(ab 2004 zu SF232);-;-;-
WS 2015/16;SF103;Markscheidewesen;5;5;10
WS 2015/16;SF104;Maschinenbau/-wesen;17896;2426;20322
WS 2015/16;SF294;Materialwissenschaften;112;50;162
WS 2015/16;SF105;Mathematik;4399;4555;8954
WS 2015/16;SF237;Mathematische Statistik/Wahrscheinlichkeitsrechn.;122;128;250
WS 2015/16;SF380;Mechatronik;3225;343;3568
WS 2015/16;SF121;Medieninformatik;1894;1134;3028
WS 2015/16;SF133;Medienk./Komm.-/Infowissenschaft (ab 08 zu SF303);-;-;-
WS 2015/16;SF305;Medientechnik;707;621;1328
WS 2015/16;SF304;Medienwirtschaft/Medienmanagement;497;900;1397
WS 2015/16;SF302;Medienwissenschaft;522;1437;1959
WS 2015/16;SF107;Medizin (Allgemein-Medizin);3633;6061;9694
WS 2015/16;SF247;Medizinische Informatik;255;250;505
WS 2015/16;SF061;Meliorationswesen;-;-;-
WS 2015/16;SF108;Metalltechnik;114;15;129
WS 2015/16;SF110;Meteorologie;169;116;285
WS 2015/16;SF157;Mikroelektronik;28;2;30
WS 2015/16;SF286;Mikrosystemtechnik;501;96;597
WS 2015/16;SF220;Milch- und Molkereiwirtschaft;9;11;20
WS 2015/16;SF111;Mineralogie;10;6;16
WS 2015/16;SF273;Mittlere und neuere Geschichte;24;16;40
WS 2015/16;SF113;Musikerziehung;309;470;779
WS 2015/16;SF114;Musikwissenschaft/-geschichte;357;430;787
WS 2015/16;SF064;Naturschutz;47;56;103
WS 2015/16;SF223;Nautik/Seefahrt;136;26;162
WS 2015/16;SF287;Neue Medien;131;123;254
WS 2015/16;SF043;Neugriechisch;4;18;22
WS 2015/16;SF233;Nichtärztliche Heilberufe/Therapien;314;1497;1811
WS 2015/16;SF189;Niederdeutsch;-;-;-
WS 2015/16;SF119;Niederländisch;19;68;87
WS 2015/16;SF120;Nordistik/Skandinavist.(Nord.Phil.,Einzelsp.a.n.g);51;187;238
WS 2015/16;SF088;Optoelektronik;108;29;137
WS 2015/16;SF165;Orchestermusik;149;155;304
WS 2015/16;SF122;Orientalistik, Altorientalistik;84;134;218
WS 2015/16;SF044;Ost- und Südosteuropa;38;74;112
WS 2015/16;SF124;Ozeanografie;-;1;1
WS 2015/16;SF365;Pädagogik der frühen Kindheit;41;450;491
WS 2015/16;SF353;Pflanzenproduktion;32;35;67
WS 2015/16;SF234;Pflegewissenschaft/-management;404;1479;1883
WS 2015/16;SF126;Pharmazie;609;1497;2106
WS 2015/16;SF127;Philosophie;1404;1519;2923
WS 2015/16;SF128;Physik;5258;1857;7115
WS 2015/16;SF224;Physikalische Technik;633;184;817
WS 2015/16;SF129;Politikwissenschaft/Politologie;2329;2356;4685
WS 2015/16;SF263;Polizei/Verfassungsschutz;2644;1375;4019
WS 2015/16;SF206;Polnisch;-;13;13
WS 2015/16;SF131;Portugiesisch;6;12;18
WS 2015/16;SF132;Psychologie;2234;7484;9718
WS 2015/16;SF109;Publizistik (ab 2008 zu SF303);-;-;-
WS 2015/16;SF134;Raumplanung;366;431;797
WS 2015/16;SF256;Rechtspflege;142;455;597
WS 2015/16;SF135;Rechtswissenschaft;6704;9865;16569
WS 2015/16;SF310;Regenerative Energien;188;50;238
WS 2015/16;SF136;Religionswissenschaft;74;168;242
WS 2015/16;SF101;Restaurierungskunde;22;107;129
WS 2015/16;SF163;Rhythmik;1;1;2
WS 2015/16;SF137;Romanistik (Roman.Philologie,Einzelsprach. a.n.g.);157;705;862
WS 2015/16;SF139;Russisch;28;138;166
WS 2015/16;SF254;Sachunterricht (einschließlich Schulgarten);1;42;43
WS 2015/16;SF102;Schauspiel;51;34;85
WS 2015/16;SF142;Schiffbau/Schiffstechnik;134;21;155
WS 2015/16;SF361;Schulpädagogik;30;63;93
WS 2015/16;SF145;Sinologie/Koreanistik;153;332;485
WS 2015/16;SF146;Slawistik (Slawische Philologie);60;200;260
WS 2015/16;SF190;Sonderpädagogik;286;1959;2245
WS 2015/16;SF290;Sonstige Fächer;801;945;1746
WS 2015/16;SF036;Sonstige Regionalwissenschaften;49;112;161
WS 2015/16;SF207;Sorbisch;1;6;7
WS 2015/16;SF208;Soziale Arbeit;1308;5540;6848
WS 2015/16;SF147;Sozialkunde;155;144;299
WS 2015/16;SF046;Sozialmed./Öff. Gesundheitsw. (ab 2004 zu SF232);-;-;-
WS 2015/16;SF245;Sozialpädagogik;258;1308;1566
WS 2015/16;SF264;Sozialversicherung;163;326;489
WS 2015/16;SF253;Sozialwesen;767;3215;3982
WS 2015/16;SF148;Sozialwissenschaft;1219;2050;3269
WS 2015/16;SF149;Soziologie;890;2059;2949
WS 2015/16;SF150;Spanisch;183;645;828
WS 2015/16;SF166;Sportmanagement/Sportökonomie;472;179;651
WS 2015/16;SF098;Sportpädagogik/Sportpsychologie;605;512;1117
WS 2015/16;SF029;Sportwissenschaft;1292;921;2213
WS 2015/16;SF151;Sprachheilpädagogik/Logopädie (ab 2016 zu SF190);-;-;-
WS 2015/16;SF429;Stahlbau;-;-;-
WS 2015/16;SF196;Studienkolleg;40;21;61
WS 2015/16;SF153;Südslawisch(Bulgarisch,Serbokroatisch,Slowen.usw.);1;3;4
WS 2015/16;SF106;Tanzpädagogik;20;61;81
WS 2015/16;SF144;Technische Kybernetik;86;22;108
WS 2015/16;SF118;Technomathematik;298;109;407
WS 2015/16;SF116;Textilgestaltung;72;557;629
WS 2015/16;SF225;Textil- und Bekleidungstechnik/-gewerbe;96;419;515
WS 2015/16;SF155;Theaterwissenschaft;108;410;518
WS 2015/16;SF156;Tiermedizin/Veterinärmedizin;139;874;1013
WS 2015/16;SF371;Tierproduktion;1;6;7
WS 2015/16;SF194;Tonmeister;49;11;60
WS 2015/16;SF274;Tourismuswirtschaft;421;1700;2121
WS 2015/16;SF074;Transport-/Fördertechnik;58;6;64
WS 2015/16;SF209;Tschechisch;-;5;5
WS 2015/16;SF158;Turkologie;15;67;82
WS 2015/16;SF458;Umweltschutz;251;259;510
WS 2015/16;SF457;Umwelttechnik (einschließlich Recycling);842;483;1325
WS 2015/16;SF548;Ur- und Frühgeschichte;22;40;62
WS 2015/16;SF226;Verfahrenstechnik;1131;778;1909
WS 2015/16;SF170;Verhaltensgestörtenpädagogik (ab 2016 zu SF190);-;-;-
WS 2015/16;SF089;Verkehrsingenieurwesen;723;242;965
WS 2015/16;SF268;Verkehrswesen;-;-;-
WS 2015/16;SF210;Verkehrswirtschaft;215;106;321
WS 2015/16;SF171;Vermessungswesen (Geodäsie);868;366;1234
WS 2015/16;SF213;Versorgungstechnik;558;105;663
WS 2015/16;SF172;Verwaltungswissenschaft/-wesen;1314;1987;3301
WS 2015/16;SF174;Volkskunde;56;213;269
WS 2015/16;SF175;Volkswirtschaftslehre;2663;1657;4320
WS 2015/16;SF094;Wasserbau;201;116;317
WS 2015/16;SF077;Wasserwirtschaft;206;124;330
WS 2015/16;SF227;Weinbau und Kellerwirtschaft;174;85;259
WS 2015/16;SF201;Werken (technisch)/Technologie;7;21;28
WS 2015/16;SF176;Werkerziehung;-;15;15
WS 2015/16;SF177;Werkstofftechnik;821;380;1201
WS 2015/16;SF130;Westslawisch (allgemein und a.n.g.);1;4;5
WS 2015/16;SF178;Wirtschafts-/Sozialgeografie;-;3;3
WS 2015/16;SF183;Wirtschafts-/Sozialgeschichte;8;7;15
WS 2015/16;SF277;Wirtschaftsinformatik;7162;2036;9198
