Semester;Code;Studiengang;männlich;weiblich;Insgesamt
WS 2011/12;SF180;Kaukasistik;-;-;-
WS 2011/12;SF241;Kerntechnik/Kernverfahrenstechnik;2;1;3
WS 2011/12;SF193;Kirchenmusik;36;20;56
WS 2011/12;SF005;Klassische Philologie;24;58;82
WS 2011/12;SF222;Kommunikations- und Informationstechnik;1471;191;1662
WS 2011/12;SF303;Kommunikationswissenschaft/Publizistik;884;1936;2820
WS 2011/12;SF191;Komposition;37;14;51
WS 2011/12;SF087;Körperbehindertenpädagogik (ab 2016 zu SF190);11;47;58
WS 2011/12;SF047;Krankenpflege-Ausbildung (ab 2004 zu SF234);-;-;-
WS 2011/12;SF091;Kunsterziehung;134;528;662
WS 2011/12;SF092;Kunstgeschichte, Kunstwissenschaft;303;1438;1741
WS 2011/12;SF219;Kunststofftechnik;236;36;272
WS 2011/12;SF093;Landespflege/Landschaftsgestaltung;414;535;949
WS 2011/12;SF095;Latein;278;457;735
WS 2011/12;SF038;Lateinamerika;38;108;146
WS 2011/12;SF096;Lebensmittelchemie;136;361;497
WS 2011/12;SF097;Lebensmitteltechnologie;413;566;979
WS 2011/12;SF099;Lernbehindertenpädagogik (ab 2016 zu SF190);46;305;351
WS 2011/12;SF154;Lernbereich Gesellschaftslehre;21;25;46
WS 2011/12;SF186;Lernbereich Naturwissenschaft/Sachunterricht;26;120;146
WS 2011/12;SF090;Lernbereich Sprach- und Kulturwissenschaften;77;499;576
WS 2011/12;SF199;Lernbereich Technik;113;42;155
WS 2011/12;SF057;Luft- und Raumfahrttechnik;1128;129;1257
WS 2011/12;SF204;Malerei;41;44;85
WS 2011/12;SF198;Managem.im Gesundh.-u.Sozialber.(ab 2004 zu SF232);-;-;-
WS 2011/12;SF103;Markscheidewesen;3;-;3
WS 2011/12;SF104;Maschinenbau/-wesen;21046;2100;23146
WS 2011/12;SF294;Materialwissenschaften;-;-;-
WS 2011/12;SF105;Mathematik;5399;5212;10611
WS 2011/12;SF237;Mathematische Statistik/Wahrscheinlichkeitsrechn.;115;101;216
WS 2011/12;SF380;Mechatronik;3128;250;3378
WS 2011/12;SF121;Medieninformatik;1893;851;2744
WS 2011/12;SF133;Medienk./Komm.-/Infowissenschaft (ab 08 zu SF303);-;-;-
WS 2011/12;SF305;Medientechnik;602;307;909
WS 2011/12;SF304;Medienwirtschaft/Medienmanagement;519;820;1339
WS 2011/12;SF302;Medienwissenschaft;550;1389;1939
WS 2011/12;SF107;Medizin (Allgemein-Medizin);3622;5810;9432
WS 2011/12;SF247;Medizinische Informatik;326;200;526
WS 2011/12;SF061;Meliorationswesen;-;-;-
WS 2011/12;SF108;Metalltechnik;139;20;159
WS 2011/12;SF110;Meteorologie;219;107;326
WS 2011/12;SF157;Mikroelektronik;18;7;25
WS 2011/12;SF286;Mikrosystemtechnik;457;74;531
WS 2011/12;SF220;Milch- und Molkereiwirtschaft;17;20;37
WS 2011/12;SF111;Mineralogie;1;1;2
WS 2011/12;SF273;Mittlere und neuere Geschichte;11;8;19
WS 2011/12;SF113;Musikerziehung;397;516;913
WS 2011/12;SF114;Musikwissenschaft/-geschichte;417;452;869
WS 2011/12;SF064;Naturschutz;62;83;145
WS 2011/12;SF223;Nautik/Seefahrt;237;55;292
WS 2011/12;SF287;Neue Medien;265;241;506
WS 2011/12;SF043;Neugriechisch;3;8;11
WS 2011/12;SF233;Nichtärztliche Heilberufe/Therapien;212;995;1207
WS 2011/12;SF189;Niederdeutsch;1;1;2
WS 2011/12;SF119;Niederländisch;36;58;94
WS 2011/12;SF120;Nordistik/Skandinavist.(Nord.Phil.,Einzelsp.a.n.g);59;225;284
WS 2011/12;SF088;Optoelektronik;148;21;169
WS 2011/12;SF165;Orchestermusik;147;145;292
WS 2011/12;SF122;Orientalistik, Altorientalistik;100;160;260
WS 2011/12;SF044;Ost- und Südosteuropa;62;123;185
WS 2011/12;SF124;Ozeanografie;1;1;2
WS 2011/12;SF365;Pädagogik der frühen Kindheit;-;-;-
WS 2011/12;SF353;Pflanzenproduktion;38;29;67
WS 2011/12;SF234;Pflegewissenschaft/-management;250;977;1227
WS 2011/12;SF126;Pharmazie;571;1500;2071
WS 2011/12;SF127;Philosophie;1498;1205;2703
WS 2011/12;SF128;Physik;5900;1369;7269
WS 2011/12;SF224;Physikalische Technik;610;124;734
WS 2011/12;SF129;Politikwissenschaft/Politologie;2693;2194;4887
WS 2011/12;SF263;Polizei/Verfassungsschutz;2323;1148;3471
WS 2011/12;SF206;Polnisch;13;30;43
WS 2011/12;SF131;Portugiesisch;3;23;26
WS 2011/12;SF132;Psychologie;1692;5781;7473
WS 2011/12;SF109;Publizistik (ab 2008 zu SF303);-;-;-
WS 2011/12;SF134;Raumplanung;402;452;854
WS 2011/12;SF256;Rechtspflege;163;427;590
WS 2011/12;SF135;Rechtswissenschaft;7190;9428;16618
WS 2011/12;SF310;Regenerative Energien;-;-;-
WS 2011/12;SF136;Religionswissenschaft;75;123;198
WS 2011/12;SF101;Restaurierungskunde;28;140;168
WS 2011/12;SF163;Rhythmik;-;-;-
WS 2011/12;SF137;Romanistik (Roman.Philologie,Einzelsprach. a.n.g.);145;854;999
WS 2011/12;SF139;Russisch;39;138;177
WS 2011/12;SF254;Sachunterricht (einschließlich Schulgarten);6;17;23
WS 2011/12;SF102;Schauspiel;47;41;88
WS 2011/12;SF142;Schiffbau/Schiffstechnik;188;30;218
WS 2011/12;SF361;Schulpädagogik;16;51;67
WS 2011/12;SF145;Sinologie/Koreanistik;202;369;571
WS 2011/12;SF146;Slawistik (Slawische Philologie);95;263;358
WS 2011/12;SF190;Sonderpädagogik;125;816;941
WS 2011/12;SF290;Sonstige Fächer;528;600;1128
WS 2011/12;SF036;Sonstige Regionalwissenschaften;26;57;83
WS 2011/12;SF207;Sorbisch;2;1;3
WS 2011/12;SF208;Soziale Arbeit;1206;4652;5858
WS 2011/12;SF147;Sozialkunde;140;185;325
WS 2011/12;SF046;Sozialmed./Öff. Gesundheitsw. (ab 2004 zu SF232);-;-;-
WS 2011/12;SF245;Sozialpädagogik;189;991;1180
WS 2011/12;SF264;Sozialversicherung;189;355;544
WS 2011/12;SF253;Sozialwesen;885;3383;4268
WS 2011/12;SF148;Sozialwissenschaft;1174;1896;3070
WS 2011/12;SF149;Soziologie;982;1956;2938
WS 2011/12;SF150;Spanisch;282;1048;1330
WS 2011/12;SF166;Sportmanagement/Sportökonomie;432;175;607
WS 2011/12;SF098;Sportpädagogik/Sportpsychologie;913;712;1625
WS 2011/12;SF029;Sportwissenschaft;1481;813;2294
WS 2011/12;SF151;Sprachheilpädagogik/Logopädie (ab 2016 zu SF190);8;192;200
WS 2011/12;SF429;Stahlbau;14;-;14
WS 2011/12;SF196;Studienkolleg;-;-;-
WS 2011/12;SF153;Südslawisch(Bulgarisch,Serbokroatisch,Slowen.usw.);1;5;6
WS 2011/12;SF106;Tanzpädagogik;12;37;49
WS 2011/12;SF144;Technische Kybernetik;92;13;105
WS 2011/12;SF118;Technomathematik;246;70;316
WS 2011/12;SF116;Textilgestaltung;58;504;562
WS 2011/12;SF225;Textil- und Bekleidungstechnik/-gewerbe;70;414;484
WS 2011/12;SF155;Theaterwissenschaft;125;461;586
WS 2011/12;SF156;Tiermedizin/Veterinärmedizin;198;871;1069
WS 2011/12;SF371;Tierproduktion;3;6;9
WS 2011/12;SF194;Tonmeister;27;6;33
WS 2011/12;SF274;Tourismuswirtschaft;349;1426;1775
WS 2011/12;SF074;Transport-/Fördertechnik;68;6;74
WS 2011/12;SF209;Tschechisch;2;13;15
WS 2011/12;SF158;Turkologie;22;60;82
WS 2011/12;SF458;Umweltschutz;330;246;576
WS 2011/12;SF457;Umwelttechnik (einschließlich Recycling);1473;580;2053
WS 2011/12;SF548;Ur- und Frühgeschichte;32;33;65
WS 2011/12;SF226;Verfahrenstechnik;1483;696;2179
WS 2011/12;SF170;Verhaltensgestörtenpädagogik (ab 2016 zu SF190);24;98;122
WS 2011/12;SF089;Verkehrsingenieurwesen;690;191;881
WS 2011/12;SF268;Verkehrswesen;-;-;-
WS 2011/12;SF210;Verkehrswirtschaft;188;110;298
WS 2011/12;SF171;Vermessungswesen (Geodäsie);644;258;902
WS 2011/12;SF213;Versorgungstechnik;830;121;951
WS 2011/12;SF172;Verwaltungswissenschaft/-wesen;1198;1732;2930
WS 2011/12;SF174;Volkskunde;62;279;341
WS 2011/12;SF175;Volkswirtschaftslehre;2805;1461;4266
WS 2011/12;SF094;Wasserbau;49;31;80
WS 2011/12;SF077;Wasserwirtschaft;189;129;318
WS 2011/12;SF227;Weinbau und Kellerwirtschaft;139;80;219
WS 2011/12;SF201;Werken (technisch)/Technologie;21;22;43
WS 2011/12;SF176;Werkerziehung;3;9;12
WS 2011/12;SF177;Werkstofftechnik;1118;327;1445
WS 2011/12;SF130;Westslawisch (allgemein und a.n.g.);3;16;19
WS 2011/12;SF178;Wirtschafts-/Sozialgeografie;2;3;5
WS 2011/12;SF183;Wirtschafts-/Sozialgeschichte;7;7;14
WS 2011/12;SF277;Wirtschaftsinformatik;7049;1815;8864
WS 2011/12;SF370;Wirtschaftsingenieurw. m. ingenieurwiss.Schwerpkt.;8006;1939;9945
WS 2011/12;SF179;Wirtschaftsingenieurw.m.wirtschaftswiss.Schwerpkt.;6093;1895;7988
WS 2011/12;SF276;Wirtschaftsmathematik;1258;807;2065
WS 2011/12;SF181;Wirtschaftspädagogik;415;802;1217
WS 2011/12;SF042;Wirtschaftsrecht;1470;1885;3355
WS 2011/12;SF184;Wirtschaftswissenschaften;7390;6156;13546
WS 2011/12;SF185;Zahnmedizin;520;953;1473
WS 2011/12;SF269;Zoll- und Steuerverwaltung;574;634;1208
WS 2012/13;SF141;Abfallwirtschaft;3;6;9
WS 2012/13;SF002;Afrikanistik;136;196;332
WS 2012/13;SF138;Agrarbiologie;53;56;109
WS 2012/13;SF125;Agrarökonomie;140;139;279
WS 2012/13;SF003;Agrarwissenschaft/Landwirtschaft;1520;1375;2895
WS 2012/13;SF001;Ägyptologie;21;43;64
WS 2012/13;SF152;Allg. Sprachwissenschaft/Indogermanistik;263;993;1256
WS 2012/13;SF188;Allgemeine Literaturwissenschaft;151;533;684
WS 2012/13;SF272;Alte Geschichte;10;10;20
WS 2012/13;SF006;Amerikanistik/Amerikakunde;148;454;602
WS 2012/13;SF007;Angewandte Kunst;252;401;653
WS 2012/13;SF284;Angewandte Sprachwissenschaft;181;941;1122
WS 2012/13;SF140;Angewandte Systemwissenschaften;229;60;289
WS 2012/13;SF008;Anglistik/Englisch;1822;5554;7376
WS 2012/13;SF009;Anthropologie (Humanbiologie);34;81;115
WS 2012/13;SF010;Arabisch/Arabistik;38;70;108
WS 2012/13;SF011;Arbeitslehre/Wirtschaftslehre;84;146;230
WS 2012/13;SF257;Arbeits- und Berufsberatung;6;39;45
WS 2012/13;SF258;Arbeitsverwaltung;32;141;173
WS 2012/13;SF012;Archäologie;329;491;820
WS 2012/13;SF390;Archäometrie (Ingenieurarchäologie);3;2;5
WS 2012/13;SF013;Architektur;2625;3899;6524
WS 2012/13;SF255;Archivwesen;12;20;32
WS 2012/13;SF187;Asiatische Sprachen u.Kulturen/Asienwissenschaften;96;243;339
WS 2012/13;SF014;Astronomie, Astrophysik;18;11;29
WS 2012/13;SF143;Augenoptik;44;126;170
WS 2012/13;SF117;Ausländerpädagogik;3;10;13
WS 2012/13;SF015;Außereurop. Sprachen und Kult. in Ozeanien und Am.;6;25;31
WS 2012/13;SF259;Auswärtige Angelegenheiten;12;20;32
WS 2012/13;SF016;Baltistik;3;2;5
WS 2012/13;SF265;Bankwesen;52;39;91
WS 2012/13;SF017;Bauingenieurwesen/Ingenieurbau;6881;2864;9745
WS 2012/13;SF020;Bergbau/Bergtechnik;266;38;304
WS 2012/13;SF018;Berufsbezogene Fremdsprachenausbildung;120;329;449
WS 2012/13;SF270;Berufs- und Wirtschaftspädagogik;158;89;247
WS 2012/13;SF021;Betriebswirtschaftslehre;19329;20767;40096
WS 2012/13;SF262;Bibliothekswesen;1;4;5
WS 2012/13;SF022;Bibliothekswiss., -wesen (nicht an Verw.-FH);87;382;469
WS 2012/13;SF023;Bildende Kunst/Grafik;208;337;545
WS 2012/13;SF205;Bildhauerei/Plastik;30;48;78
WS 2012/13;SF025;Biochemie;622;757;1379
WS 2012/13;SF283;Biogeographie (ab 2012 ohne SF385);75;131;206
WS 2012/13;SF221;Bioinformatik;231;148;379
WS 2012/13;SF026;Biologie;2956;5282;8238
WS 2012/13;SF300;Biomedizin;68;135;203
WS 2012/13;SF282;Biotechnologie;945;1165;2110
WS 2012/13;SF027;Blinden-/Sehbehindertenpädagogik(ab 2016 zu SF190);-;2;2
WS 2012/13;SF028;Brauwesen/Getränketechnologie;145;36;181
WS 2012/13;SF260;Bundeswehrverwaltung;15;12;27
WS 2012/13;SF031;Byzantinistik;2;2;4
WS 2012/13;SF162;Caritaswissenschaft;3;6;9
WS 2012/13;SF032;Chemie;4225;2858;7083
WS 2012/13;SF033;Chemie-Ingenieurwesen/Chemietechnik;1084;730;1814
WS 2012/13;SF160;Computerlinguistik;102;104;206
WS 2012/13;SF200;Computer- und Kommunikationstechniken;437;257;694
WS 2012/13;SF034;Dänisch;7;8;15
WS 2012/13;SF035;Darstellende Kunst/Bühnenkunst/Regie;86;168;254
WS 2012/13;SF271;Deutsch als Fremdsprache oder als Zweitsprache;88;480;568
WS 2012/13;SF161;Diakoniewissenschaft;15;14;29
WS 2012/13;SF192;Dirigieren;30;18;48
WS 2012/13;SF037;Dokumentationswissenschaft;20;65;85
WS 2012/13;SF231;Druck- und Reproduktionstechnik;264;191;455
WS 2012/13;SF159;Edelstein- und Schmuckdesign;8;26;34
WS 2012/13;SF316;Elektronische Energietechnik;545;64;609
WS 2012/13;SF048;Elektrotechnik/Elektronik;11816;1470;13286
WS 2012/13;SF211;Energietechnik (ohne Elektrotechnik);1493;354;1847
WS 2012/13;SF320;Ernährungswissenschaft;61;429;490
WS 2012/13;SF321;Erwachsenenbildung und außerschulische Jugendbild.;50;154;204
WS 2012/13;SF051;Erziehungsschwierigenpädagogik (ab 2016 zu SF190);31;186;217
WS 2012/13;SF052;Erziehungswissenschaft (Pädagogik);1547;6931;8478
WS 2012/13;SF169;Ethik;14;49;63
WS 2012/13;SF173;Ethnologie;156;587;743
WS 2012/13;SF024;Europäische Ethnologie und Kulturwissenschaft;120;461;581
WS 2012/13;SF167;Europäische Wirtschaft;151;285;436
WS 2012/13;SF544;Ev. Religionspädagogik, kirchliche Bildungsarbeit;49;103;152
WS 2012/13;SF053;Evangelische Theologie, - Religionslehre;440;750;1190
WS 2012/13;SF464;Facility Management;227;192;419
WS 2012/13;SF235;Fahrzeugtechnik;2293;171;2464
WS 2012/13;SF212;Feinwerktechnik;136;7;143
WS 2012/13;SF202;Fertigungs-/Produktionstechnik;1287;155;1442
WS 2012/13;SF054;Film und Fernsehen;182;174;356
WS 2012/13;SF266;Finanzverwaltung;185;289;474
WS 2012/13;SF056;Finno-Ugristik;7;21;28
WS 2012/13;SF058;Forstwissenschaft, -wirtschaft;732;402;1134
WS 2012/13;SF059;Französisch;177;1179;1356
WS 2012/13;SF019;Friesisch (2007 aufgelöst);-;-;-
WS 2012/13;SF060;Gartenbau;194;154;348
WS 2012/13;SF062;Gehörlosen-/Schwerhörigenpäd. (ab 2016 zu SF190);3;81;84
WS 2012/13;SF063;Geistigbeh./Prakt.-Bildb.-Pädag.(ab 2016 zu SF190);17;122;139
WS 2012/13;SF050;Geografie/Erdkunde;1446;1507;2953
WS 2012/13;SF065;Geologie/Paläontologie;56;28;84
WS 2012/13;SF385;Geoökologie;51;71;122
WS 2012/13;SF066;Geophysik;227;201;428
WS 2012/13;SF039;Geowissenschaften;1236;741;1977
WS 2012/13;SF067;Germanistik/Deutsch;2828;10426;13254
WS 2012/13;SF230;Gesang;78;124;202
WS 2012/13;SF068;Geschichte;2393;1994;4387
WS 2012/13;SF275;Geschichte der Mathematik und Naturwissenschaft;6;12;18
WS 2012/13;SF195;Gesundheitspädagogik;64;444;508
WS 2012/13;SF215;Gesundheitstechnik;1056;993;2049
WS 2012/13;SF232;Gesundheitswissenschaften/-management;1212;3277;4489
WS 2012/13;SF216;Glastechnik/Keramik;28;12;40
WS 2012/13;SF069;Grafikdesign/Kommunikationsgestaltung;1026;1611;2637
WS 2012/13;SF070;Griechisch;26;53;79
WS 2012/13;SF115;Grundschul-/Primärstufenpädagogik;74;460;534
WS 2012/13;SF071;Haushalts- und Ernährungswissenschaft;237;1071;1308
WS 2012/13;SF333;Haushaltswissenschaft;2;30;32
WS 2012/13;SF073;Hebräisch/Judaistik;32;77;109
WS 2012/13;SF082;Holz-/Fasertechnik;257;38;295
WS 2012/13;SF197;Holzbau;154;33;187
WS 2012/13;SF075;Holzwirtschaft;46;13;59
WS 2012/13;SF076;Hütten- und Gießereiwesen;107;37;144
WS 2012/13;SF078;Indologie;9;25;34
WS 2012/13;SF203;Industriedesign/Produktgestaltung;295;296;591
WS 2012/13;SF079;Informatik;11191;2014;13205
WS 2012/13;SF123;Ingenieurinformatik/Technische Informatik;1553;262;1815
WS 2012/13;SF242;Innenarchitektur;76;494;570
WS 2012/13;SF261;Innere Verwaltung;317;497;814
WS 2012/13;SF080;Instrumentalmusik;541;629;1170
WS 2012/13;SF072;Interdisz. Studien (Schwerp. Ingenieurwissensch.);2135;729;2864
WS 2012/13;SF049;Interdisz. Studien (Schwerp. Naturwissenschaften);317;354;671
WS 2012/13;SF030;Interdisz.Studien(Schwerp.Rechts-,Wirt.-u.Sozialw);754;1201;1955
WS 2012/13;SF004;Interdisz.Studien (Schwerpkt.Sprach-u.Kulturwiss.);847;2855;3702
WS 2012/13;SF040;Interdisz. Studien (Schwerpunkt Kunst, Kunstwiss.);44;131;175
WS 2012/13;SF182;Internationale Betriebswirtschaft/Management;3404;5064;8468
WS 2012/13;SF081;Iranistik;6;17;23
WS 2012/13;SF292;Islamische Studien;-;-;-
WS 2012/13;SF083;Islamwissenschaft;103;229;332
WS 2012/13;SF084;Italienisch;43;235;278
WS 2012/13;SF085;Japanologie;167;344;511
WS 2012/13;SF164;Jazz und Popularmusik;142;41;183
WS 2012/13;SF252;Journalistik (ab 2008 zu SF303);-;-;-
WS 2012/13;SF168;Justizvollzug;20;24;44
WS 2012/13;SF280;Kartografie;82;65;147
WS 2012/13;SF545;Kath. Religionspäd., kirchliche Bildungsarbeit;26;44;70
WS 2012/13;SF086;Katholische Theologie, - Religionslehre;342;461;803
WS 2012/13;SF180;Kaukasistik;-;1;1
WS 2012/13;SF241;Kerntechnik/Kernverfahrenstechnik;1;1;2
WS 2012/13;SF193;Kirchenmusik;42;15;57
WS 2012/13;SF005;Klassische Philologie;66;109;175
WS 2012/13;SF222;Kommunikations- und Informationstechnik;1260;221;1481
WS 2012/13;SF303;Kommunikationswissenschaft/Publizistik;854;2151;3005
WS 2012/13;SF191;Komposition;43;22;65
WS 2012/13;SF087;Körperbehindertenpädagogik (ab 2016 zu SF190);11;48;59
WS 2012/13;SF047;Krankenpflege-Ausbildung (ab 2004 zu SF234);-;-;-
WS 2012/13;SF091;Kunsterziehung;124;522;646
WS 2012/13;SF092;Kunstgeschichte, Kunstwissenschaft;273;1486;1759
WS 2012/13;SF219;Kunststofftechnik;215;41;256
WS 2012/13;SF093;Landespflege/Landschaftsgestaltung;367;491;858
WS 2012/13;SF095;Latein;208;346;554
WS 2012/13;SF038;Lateinamerika;12;54;66
WS 2012/13;SF096;Lebensmittelchemie;111;329;440
WS 2012/13;SF097;Lebensmitteltechnologie;398;477;875
WS 2012/13;SF099;Lernbehindertenpädagogik (ab 2016 zu SF190);41;237;278
WS 2012/13;SF154;Lernbereich Gesellschaftslehre;9;14;23
WS 2012/13;SF186;Lernbereich Naturwissenschaft/Sachunterricht;29;191;220
WS 2012/13;SF090;Lernbereich Sprach- und Kulturwissenschaften;81;551;632
WS 2012/13;SF199;Lernbereich Technik;77;37;114
WS 2012/13;SF057;Luft- und Raumfahrttechnik;987;122;1109
WS 2012/13;SF204;Malerei;44;55;99
WS 2012/13;SF198;Managem.im Gesundh.-u.Sozialber.(ab 2004 zu SF232);-;-;-
WS 2012/13;SF103;Markscheidewesen;3;3;6
WS 2012/13;SF104;Maschinenbau/-wesen;18801;2313;21114
WS 2012/13;SF294;Materialwissenschaften;-;-;-
WS 2012/13;SF105;Mathematik;4729;5152;9881
WS 2012/13;SF237;Mathematische Statistik/Wahrscheinlichkeitsrechn.;113;110;223
WS 2012/13;SF380;Mechatronik;3019;274;3293
WS 2012/13;SF121;Medieninformatik;1684;879;2563
WS 2012/13;SF133;Medienk./Komm.-/Infowissenschaft (ab 08 zu SF303);-;-;-
WS 2012/13;SF305;Medientechnik;675;445;1120
WS 2012/13;SF304;Medienwirtschaft/Medienmanagement;512;922;1434
WS 2012/13;SF302;Medienwissenschaft;506;1365;1871
WS 2012/13;SF107;Medizin (Allgemein-Medizin);3659;5918;9577
WS 2012/13;SF247;Medizinische Informatik;304;267;571
WS 2012/13;SF061;Meliorationswesen;-;-;-
WS 2012/13;SF108;Metalltechnik;100;12;112
WS 2012/13;SF110;Meteorologie;210;149;359
WS 2012/13;SF157;Mikroelektronik;19;4;23
WS 2012/13;SF286;Mikrosystemtechnik;405;84;489
WS 2012/13;SF220;Milch- und Molkereiwirtschaft;8;9;17
WS 2012/13;SF111;Mineralogie;4;3;7
WS 2012/13;SF273;Mittlere und neuere Geschichte;8;13;21
WS 2012/13;SF113;Musikerziehung;368;513;881
WS 2012/13;SF114;Musikwissenschaft/-geschichte;401;490;891
WS 2012/13;SF064;Naturschutz;63;72;135
WS 2012/13;SF223;Nautik/Seefahrt;201;35;236
WS 2012/13;SF287;Neue Medien;99;124;223
WS 2012/13;SF043;Neugriechisch;4;12;16
WS 2012/13;SF233;Nichtärztliche Heilberufe/Therapien;326;1420;1746
WS 2012/13;SF189;Niederdeutsch;-;-;-
WS 2012/13;SF119;Niederländisch;32;91;123
WS 2012/13;SF120;Nordistik/Skandinavist.(Nord.Phil.,Einzelsp.a.n.g);65;175;240
WS 2012/13;SF088;Optoelektronik;103;38;141
WS 2012/13;SF165;Orchestermusik;149;178;327
WS 2012/13;SF122;Orientalistik, Altorientalistik;81;141;222
WS 2012/13;SF044;Ost- und Südosteuropa;39;117;156
WS 2012/13;SF124;Ozeanografie;4;2;6
WS 2012/13;SF365;Pädagogik der frühen Kindheit;44;335;379
WS 2012/13;SF353;Pflanzenproduktion;33;21;54
WS 2012/13;SF234;Pflegewissenschaft/-management;399;1351;1750
WS 2012/13;SF126;Pharmazie;621;1445;2066
WS 2012/13;SF127;Philosophie;1361;1107;2468
WS 2012/13;SF128;Physik;4996;1544;6540
WS 2012/13;SF224;Physikalische Technik;582;153;735
WS 2012/13;SF129;Politikwissenschaft/Politologie;2391;2167;4558
WS 2012/13;SF263;Polizei/Verfassungsschutz;2018;1076;3094
WS 2012/13;SF206;Polnisch;15;35;50
WS 2012/13;SF131;Portugiesisch;5;14;19
WS 2012/13;SF132;Psychologie;1720;6122;7842
WS 2012/13;SF109;Publizistik (ab 2008 zu SF303);-;-;-
WS 2012/13;SF134;Raumplanung;340;399;739
WS 2012/13;SF256;Rechtspflege;116;474;590
WS 2012/13;SF135;Rechtswissenschaft;6194;9344;15538
WS 2012/13;SF310;Regenerative Energien;130;41;171
WS 2012/13;SF136;Religionswissenschaft;84;131;215
WS 2012/13;SF101;Restaurierungskunde;29;124;153
WS 2012/13;SF163;Rhythmik;1;6;7
WS 2012/13;SF137;Romanistik (Roman.Philologie,Einzelsprach. a.n.g.);209;960;1169
WS 2012/13;SF139;Russisch;42;113;155
WS 2012/13;SF254;Sachunterricht (einschließlich Schulgarten);3;13;16
WS 2012/13;SF102;Schauspiel;47;37;84
WS 2012/13;SF142;Schiffbau/Schiffstechnik;207;29;236
WS 2012/13;SF361;Schulpädagogik;16;25;41
WS 2012/13;SF145;Sinologie/Koreanistik;149;365;514
WS 2012/13;SF146;Slawistik (Slawische Philologie);71;256;327
WS 2012/13;SF190;Sonderpädagogik;120;822;942
WS 2012/13;SF290;Sonstige Fächer;465;529;994
WS 2012/13;SF036;Sonstige Regionalwissenschaften;58;116;174
WS 2012/13;SF207;Sorbisch;-;5;5
WS 2012/13;SF208;Soziale Arbeit;1214;4780;5994
WS 2012/13;SF147;Sozialkunde;155;182;337
WS 2012/13;SF046;Sozialmed./Öff. Gesundheitsw. (ab 2004 zu SF232);-;-;-
WS 2012/13;SF245;Sozialpädagogik;153;948;1101
WS 2012/13;SF264;Sozialversicherung;167;381;548
WS 2012/13;SF253;Sozialwesen;831;3611;4442
WS 2012/13;SF148;Sozialwissenschaft;1379;2150;3529
WS 2012/13;SF149;Soziologie;981;2053;3034
WS 2012/13;SF150;Spanisch;232;951;1183
WS 2012/13;SF166;Sportmanagement/Sportökonomie;373;153;526
WS 2012/13;SF098;Sportpädagogik/Sportpsychologie;870;724;1594
WS 2012/13;SF029;Sportwissenschaft;1138;858;1996
WS 2012/13;SF151;Sprachheilpädagogik/Logopädie (ab 2016 zu SF190);12;197;209
WS 2012/13;SF429;Stahlbau;1;-;1
WS 2012/13;SF196;Studienkolleg;-;-;-
WS 2012/13;SF153;Südslawisch(Bulgarisch,Serbokroatisch,Slowen.usw.);3;3;6
WS 2012/13;SF106;Tanzpädagogik;32;67;99
WS 2012/13;SF144;Technische Kybernetik;82;22;104
WS 2012/13;SF118;Technomathematik;283;99;382
WS 2012/13;SF116;Textilgestaltung;71;571;642
WS 2012/13;SF225;Textil- und Bekleidungstechnik/-gewerbe;82;465;547
WS 2012/13;SF155;Theaterwissenschaft;144;446;590
WS 2012/13;SF156;Tiermedizin/Veterinärmedizin;133;877;1010
WS 2012/13;SF371;Tierproduktion;2;3;5
WS 2012/13;SF194;Tonmeister;32;3;35
WS 2012/13;SF274;Tourismuswirtschaft;346;1569;1915
WS 2012/13;SF074;Transport-/Fördertechnik;56;7;63
WS 2012/13;SF209;Tschechisch;2;25;27
WS 2012/13;SF158;Turkologie;15;77;92
WS 2012/13;SF458;Umweltschutz;242;191;433
WS 2012/13;SF457;Umwelttechnik (einschließlich Recycling);1070;539;1609
WS 2012/13;SF548;Ur- und Frühgeschichte;20;14;34
WS 2012/13;SF226;Verfahrenstechnik;1313;744;2057
WS 2012/13;SF170;Verhaltensgestörtenpädagogik (ab 2016 zu SF190);20;83;103
WS 2012/13;SF089;Verkehrsingenieurwesen;588;189;777
WS 2012/13;SF268;Verkehrswesen;-;-;-
WS 2012/13;SF210;Verkehrswirtschaft;181;110;291
WS 2012/13;SF171;Vermessungswesen (Geodäsie);663;287;950
WS 2012/13;SF213;Versorgungstechnik;736;111;847
WS 2012/13;SF172;Verwaltungswissenschaft/-wesen;1158;1724;2882
WS 2012/13;SF174;Volkskunde;52;231;283
WS 2012/13;SF175;Volkswirtschaftslehre;2479;1412;3891
WS 2012/13;SF094;Wasserbau;50;27;77
WS 2012/13;SF077;Wasserwirtschaft;185;131;316
WS 2012/13;SF227;Weinbau und Kellerwirtschaft;146;71;217
WS 2012/13;SF201;Werken (technisch)/Technologie;22;30;52
WS 2012/13;SF176;Werkerziehung;4;14;18
WS 2012/13;SF177;Werkstofftechnik;922;329;1251
WS 2012/13;SF130;Westslawisch (allgemein und a.n.g.);4;17;21
WS 2012/13;SF178;Wirtschafts-/Sozialgeografie;-;4;4
WS 2012/13;SF183;Wirtschafts-/Sozialgeschichte;5;4;9
WS 2012/13;SF277;Wirtschaftsinformatik;6838;1947;8785
WS 2012/13;SF370;Wirtschaftsingenieurw. m. ingenieurwiss.Schwerpkt.;7220;2136;9356
