"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"France","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","222.4",""
"France","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","231.6",""
"French Guiana","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","99.3",""
"French Guiana","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","100.6",""
"French Guiana","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","100.4",""
"French Guiana","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","105.8",""
"French Guiana","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","106.6",""
"French Guiana","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","108.8",""
"French Guiana","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","105.6",""
"French Guiana","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","110.5",""
"French Guiana","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","115.5",""
"French Guiana","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","115.4",""
"French Guiana","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","171.5",""
"French Guiana","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","151.8",""
"French Guiana","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","144.6",""
"French Guiana","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","150.7",""
"French Guiana","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","167.8",""
"French Polynesia","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.8",""
"French Polynesia","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.2",""
"French Polynesia","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","100.9",""
"French Polynesia","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","103.1",""
"French Polynesia","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","103.1",""
"French Polynesia","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","109.2",""
"French Polynesia","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","107.0",""
"French Polynesia","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","109.8",""
"French Polynesia","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","111.0",""
"French Polynesia","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","109.2",""
"French Polynesia","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","179.9",""
"French Polynesia","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","169.6",""
"French Polynesia","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","167.6",""
"French Polynesia","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","165.4",""
"French Polynesia","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","129.9",""
"Gabon","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","116.3",""
"Gabon","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","121.4",""
"Gabon","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","122.2",""
"Gabon","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","119.6",""
"Gabon","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","119.5",""
"Gabon","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","124.5",""
"Gabon","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","125.5",""
"Gabon","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","122.2",""
"Gabon","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","121.9",""
"Gabon","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","123.3",""
"Gabon","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","134.7",""
"Gabon","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","136.8",""
"Gabon","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","140.1",""
"Gabon","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","142.8",""
"Gabon","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","146.1",""
"Gambia The","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","111.9",""
"Gambia The","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","111.1",""
"Gambia The","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","110.6",""
"Gambia The","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","110.2",""
"Gambia The","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","109.7",""
"Gambia The","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","112.2",""
"Gambia The","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","111.0",""
"Gambia The","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","110.1",""
"Gambia The","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","108.9",""
"Gambia The","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","107.3",""
"Gambia The","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","110.5",""
"Gambia The","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","105.0",""
"Gambia The","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","98.6",""
"Gambia The","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","95.6",""
"Gambia The","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","95.0",""
"Georgia","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","149.0",""
"Georgia","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","147.2",""
"Georgia","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","153.7",""
"Georgia","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","164.5",""
"Georgia","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","187.8",""
"Georgia","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","154.5",""
"Georgia","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","160.8",""
"Georgia","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","171.9",""
"Georgia","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","198.0",""
"Georgia","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","203.4",""
"Georgia","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","274.4",""
"Georgia","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","292.3",""
"Georgia","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","252.0",""
"Georgia","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","234.0",""
"Georgia","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","228.5",""
"Germany","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","134.5",""
"Germany","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","142.2",""
"Germany","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","155.9",""
"Germany","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","169.7",""
"Germany","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","182.1",""
"Germany","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","146.8",""
"Germany","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","162.7",""
"Germany","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","179.7",""
"Germany","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","196.7",""
"Germany","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","193.8",""
"Germany","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","292.4",""
"Germany","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","287.1",""
"Germany","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","270.8",""
"Germany","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","257.1",""
"Germany","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","241.0",""
"Ghana","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","108.3",""
"Ghana","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","108.7",""
"Ghana","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","109.6",""
"Ghana","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","110.4",""
"Ghana","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","111.1",""
